,index,chromosome,gene,start bp,stop bp,+1 or -1 strand,fitness
326,6488,chrII,YBL107W-A,9268,9372,1,[]
630,6489,chrIII,YCR018C-A,151608,151862,-1,"[1.2786237250538226, 0.7701092349517793, 0.8485322362077505, 1.8140507514875275, 0.6690044017789917, 1.988129695132655, 1.2346355871073136, 1.9825949915258596, 0.9126084938151668]"
631,6490,chrIII,YCR102W-A,306735,306932,1,[0.2829010508794287]
1592,6491,chrIV,YDL130W-A,229171,229431,1,"[1.0137133269879544, 1.7218437711796641, 0.9667841976905588, 1.4539923817629092]"
1593,6492,chrIV,YDR034C-A,520516,520692,-1,"[1.210388289726734, 1.6207389380068766, 0.2829010508794287, 0.6690044017789917]"
1605,6493,chrIV,YDR034W-B,521314,521469,1,"[1.1562125858513421, 0.2829010508794287, 1.1256327492988034, 1.1256327492988034, 1.0921363282439258, 1.1256327492988034, 1.29871184471473, 0.7701092349517793]"
1615,6494,chrIV,YDR363W-A,1202128,1202397,1,[1.1562125858513421]
1616,6495,chrIV,YDR525W-A,1490596,1490835,1,"[1.4897635448401925, 1.3528875485901217, 0.2829010508794287, 0.6690044017789917, 2.113756286001042, 2.4115360819126086, 2.1894802889030327, 1.8942714365378641, 1.8400957326624723]"
2217,6496,chrV,YER048W-A,250718,251002,1,"[1.3177135758273408, 1.2786237250538226]"
2219,6497,chrV,YER091C-A,342390,342611,-1,"[1.4897635448401925, 0.2829010508794287, 1.0551077526785546, 0.2829010508794287, 1.8095158961099336, 0.2829010508794287, 0.7701092349517793, 1.1256327492988034, 2.1175763933465883, 0.8485322362077505, 1.7099291923626512, 0.5265051429156039, 0.9126084938151668, 1.5117361001983665, 1.6360216247266204, 1.9412005658352596, 2.253040093198524, 1.7810046141784506, 2.0015967226384705, 1.8229486043524514, 1.6360216247266204, 1.7658319091261732]"
2228,6498,chrV,YER138W-A,449474,449578,1,[]
2770,6499,chrVII,YGR122C-A,735630,735758,-1,"[1.4897635448401925, 0.7701092349517793, 1.2573174190241294]"
1783,6500,chrIX,YIR020W-A,394917,395159,1,"[1.2346355871073136, 1.335740420280101, 0.2829010508794287, 1.2786237250538226]"
4181,6501,chrXI,YKL033W-A,374505,375215,1,"[0.7701092349517793, 0.5265051429156039, 0.2829010508794287, 0.8485322362077505, 1.5793445123162764, 1.2573174190241294, 1.4279474005879649, 0.7701092349517793, 1.6128409333711538, 1.628463345990257, 1.1562125858513421]"
4182,6502,chrXI,YKL053C-A,339182,339442,-1,"[1.6360216247266204, 1.738990899489685, 1.5423159367509052]"
4183,6503,chrXI,YKL162C-A,145922,146074,-1,[0.5265051429156039]
4395,6504,chrXII,YLL018C-A,108676,108972,-1,"[0.2829010508794287, 0.2829010508794287, 1.466325100326476, 0.9126084938151668, 0.5265051429156039, 0.2829010508794287, 0.2829010508794287, 0.6690044017789917, 0.7701092349517793]"
4396,6505,chrXII,YLR262C-A,669468,669662,-1,"[1.3692368413349787, 1.5704466594513526]"
4938,6506,chrXIII,YML081C-A,103983,104162,-1,"[1.2573174190241294, 1.3998166778875174]"
4948,6507,chrXIII,YMR046W-A,362702,362830,1,[]
4918,6508,chrXIII,YMR158C-A,573194,573331,-1,[0.7701092349517793]
4917,6509,chrXIII,YMR194C-A,652912,653136,-1,"[0.2829010508794287, 1.5222278170899979, 2.286301511626443, 1.5613176678635161, 1.0137133269879544, 1.1256327492988034, 0.8485322362077505, 1.210388289726734, 1.384859253954082, 1.5704466594513526, 1.3177135758273408, 1.1843433085517896, 1.3177135758273408, 0.2829010508794287]"
5463,6510,chrXIV,YNR032C-A,687243,687464,-1,"[0.2829010508794287, 1.466325100326476, 1.29871184471473, 1.6912639346271254]"
5947,6511,chrXV,YOL013W-B,300690,300980,1,"[1.0551077526785546, 0.8485322362077505, 0.9126084938151668, 0.7701092349517793, 0.2829010508794287, 1.818527836434233]"
5946,6512,chrXV,YOR298C-A,877230,877685,-1,"[1.0137133269879544, 0.8485322362077505, 0.2829010508794287, 0.8485322362077505, 1.596491640626297, 0.9126084938151668]"
6945,6513,chrXVI,YPR002C-A,560569,560766,-1,"[1.901371605608423, 1.1843433085517896, 2.0145666968898204, 2.0773672855266883, 2.105989198265891, 2.9189352530300403, 0.2829010508794287, 0.2829010508794287, 1.1562125858513421, 0.9667841976905588]"
1617,6514,chrIV,YDR322C-A,1112003,1112293,-1,[0.5265051429156039]
2221,6515,chrV,YEL020W-A,117211,117474,1,[1.3177135758273408]
7122,6516,chrmt,Q0010,3952,4338,1,[]
7123,6517,chrmt,Q0017,4254,4415,1,[]
7124,6518,chrmt,Q0032,11667,11957,1,[]
7125,6519,chrmt,Q0045,13818,26701,1,[]
7126,6520,chrmt,Q0050,13818,16322,1,[]
7127,6521,chrmt,Q0055,13818,18830,1,[]
7128,6522,chrmt,Q0060,13818,19996,1,[]
7129,6523,chrmt,Q0065,13818,21935,1,[]
7130,6524,chrmt,Q0070,13818,23167,1,[]
7131,6525,chrmt,Q0075,24156,25255,1,[]
7132,6526,chrmt,Q0080,27666,27812,1,[]
7134,6527,chrmt,Q0085,28487,29266,1,[]
7147,6528,chrmt,Q0092,30874,31014,1,[]
7135,6529,chrmt,Q0105,36540,43647,1,[]
7136,6530,chrmt,Q0110,36540,38579,1,[]
7137,6531,chrmt,Q0115,36540,40265,1,[]
7138,6532,chrmt,Q0120,36540,42251,1,[]
7139,6533,chrmt,Q0130,46723,46953,1,[]
7140,6534,chrmt,Q0140,48901,50097,1,[]
7141,6535,chrmt,Q0142,51052,51228,1,[]
7142,6536,chrmt,Q0143,51277,51429,1,[]
7143,6537,chrmt,Q0144,54109,54438,1,[]
7144,6538,chrmt,Q0160,61022,61729,1,[]
7145,6539,chrmt,Q0182,65770,66174,1,[]
7146,6540,chrmt,Q0250,73758,74513,1,[]
7120,6541,chrmt,Q0255,74495,75984,1,[]
7133,6542,chrmt,Q0275,79213,80022,1,[]
7118,6543,chrmt,Q0297,85554,85709,1,[]
7115,6544,chrmt,YNCQ0002W,6546,8194,1,[]
7100,6545,chrmt,YNCQ0006W,58009,62447,1,[]
5945,6546,chrXV,YNCO0028W,842403,842606,1,[0.2829010508794287]
5944,6547,chrXV,YNCO0014C,407948,408134,-1,"[1.4897635448401925, 1.9595410617283124, 2.0120107116926693, 1.1256327492988034, 0.2829010508794287, 1.1562125858513421]"
4900,6548,chrXIII,YNCM0031W,652275,652532,1,"[0.2829010508794287, 1.29871184471473, 0.7701092349517793, 0.9667841976905588, 0.8485322362077505, 1.5117361001983665, 0.2829010508794287]"
5943,6549,chrXV,YNCO0025W,780107,780596,1,"[0.2829010508794287, 0.5265051429156039, 1.478239679143489, 1.5117361001983665]"
5467,6550,chrXIV,YNCN0005C,230105,230672,-1,[]
5952,6551,chrXV,YNCO0027C,841958,842182,-1,"[1.2346355871073136, 1.210388289726734]"
3155,6552,chrVIII,YNCH0012W,381540,381727,1,"[1.1843433085517896, 0.2829010508794287, 0.2829010508794287, 1.6975964737990845]"
632,6553,chrIII,YNCC0006C,142364,142546,-1,"[0.5265051429156039, 1.2786237250538226, 0.7701092349517793, 0.8485322362077505, 0.2829010508794287]"
5965,6554,chrXV,YNCO0024C,759326,759529,-1,[]
5976,6555,chrXV,YNCO0022C,680685,680866,-1,[0.2829010508794287]
4184,6556,chrXI,YNCK0009W,283185,283279,1,[]
2769,6557,chrVII,YNCG0014C,365163,365251,-1,[]
2768,6558,chrVII,YNCG0015C,366374,366469,-1,[0.2829010508794287]
5471,6559,chrXIV,YNCN0001W,89210,89306,1,[]
6947,6560,chrXVI,YNCP0015C,719148,719242,-1,[0.6690044017789917]
4944,6561,chrXIII,YNCM0017W,298554,298651,1,"[1.29871184471473, 0.7701092349517793, 1.6047613495965325, 0.2829010508794287, 0.6690044017789917]"
4939,6562,chrXIII,YNCM0016W,298307,298412,1,[0.9667841976905588]
4937,6563,chrXIII,YNCM0015W,298138,298225,1,"[1.1843433085517896, 1.1843433085517896, 1.4897635448401925]"
4936,6564,chrXIII,YNCM0014W,297918,298006,1,"[0.2829010508794287, 0.9667841976905588, 1.6848151956142927, 0.2829010508794287]"
4924,6565,chrXIII,YNCM0013W,297725,297833,1,"[0.2829010508794287, 1.1256327492988034]"
4922,6566,chrXIII,YNCM0012W,297506,297593,1,"[1.2786237250538226, 1.1843433085517896, 0.2829010508794287, 0.6690044017789917]"
4907,6567,chrXIII,YNCM0011W,297278,297364,1,"[1.3692368413349787, 0.2829010508794287]"
4415,6568,chrXII,YNCL0005C,348427,348510,-1,[1.0137133269879544]
633,6569,chrIII,YNCC0012C,178610,178798,-1,[]
7095,6570,chrmt,YNCQ0018W,69846,69921,1,[]
7096,6571,chrmt,YNCQ0008W,64415,64490,1,[]
7097,6572,chrmt,YNCQ0015W,68322,68396,1,[]
7098,6573,chrmt,YNCQ0004W,35373,35444,1,[]
7099,6574,chrmt,YNCQ0023W,77431,77505,1,[]
7101,6575,chrmt,YNCQ0014W,67468,67542,1,[]
7102,6576,chrmt,YNCQ0009W,64596,64670,1,[]
7094,6577,chrmt,YNCQ0019W,70162,70237,1,[]
7103,6578,chrmt,YNCQ0012W,67061,67134,1,[]
7117,6579,chrmt,YNCQ0010W,66095,66179,1,[]
7105,6580,chrmt,YNCQ0022W,72630,72705,1,[]
7119,6581,chrmt,YNCQ0026W,85035,85112,1,[]
7148,6582,chrmt,YNCQ0021W,71433,71503,1,[]
7116,6583,chrmt,YNCQ0001W,731,802,1,[]
7114,6584,chrmt,YNCQ0011W,66210,66285,1,[]
7113,6585,chrmt,YNCQ0017W,69289,69362,1,[]
7112,6586,chrmt,YNCQ0013W,67309,67381,1,[]
7111,6587,chrmt,YNCQ0016W,69203,69288,1,[]
7110,6588,chrmt,YNCQ0005W,48201,48290,1,[]
7109,6589,chrmt,YNCQ0007W,63862,63937,1,[]
7104,6590,chrmt,YNCQ0024C,78089,78162,-1,[]
7108,6591,chrmt,YNCQ0025W,78533,78608,1,[]
7107,6592,chrmt,YNCQ0003W,9374,9447,1,[]
7106,6593,chrmt,YNCQ0020W,70824,70907,1,[]
5966,6594,chrXV,YOL077W-A,185438,185644,1,"[1.2346355871073136, 0.9126084938151668, 0.2829010508794287, 0.2829010508794287]"
1638,6595,chrIV,YDR034C-C,518040,519356,-1,[]
1639,6596,chrIV,YDR034C-D,514043,519356,-1,"[0.9126084938151668, 0.8485322362077505, 1.8140507514875275]"
2767,6597,chrVII,YGR109W-A,707610,708482,1,"[0.2829010508794287, 1.8400957326624723, 1.4279474005879649]"
2766,6598,chrVII,YGR109W-B,707610,712254,1,"[2.0391533920906166, 0.2829010508794287, 0.8485322362077505, 0.7701092349517793, 1.0921363282439258, 0.6690044017789917, 0.2829010508794287, 0.8485322362077505, 1.0137133269879544, 1.7606252003313516, 1.8095158961099336, 1.0551077526785546, 0.2829010508794287, 1.962506871864953, 1.971257027137654, 0.9126084938151668, 0.2829010508794287, 0.5265051429156039, 1.210388289726734, 1.7099291923626512, 1.6782459124687328, 1.7445256030964802, 0.2829010508794287, 1.4141634215360728, 0.2829010508794287, 1.4279474005879649, 0.6690044017789917, 1.6047613495965325, 1.1256327492988034]"
3529,6599,chrX,YJR135W-A,676971,677234,1,[0.9126084938151668]
5986,6600,chrXV,YOL103W-A,118000,119322,1,[]
5984,6601,chrXV,YOL103W-B,118000,123268,1,"[0.7701092349517793, 1.0921363282439258, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287]"
5983,6602,chrXV,YOR142W-A,595112,596434,1,[]
5981,6603,chrXV,YOR142W-B,595112,600380,1,[]
5980,6604,chrXV,YOR192C-A,708416,709732,-1,[]
5979,6605,chrXV,YOR192C-B,704419,709732,-1,[]
5978,6606,chrXV,YOR343W-A,970578,971894,1,"[0.2829010508794287, 1.4141634215360728, 1.8643430300430517, 0.2829010508794287, 1.0551077526785546]"
5987,6607,chrXV,YOR343W-B,970578,975891,1,"[0.5265051429156039, 0.9126084938151668, 0.2829010508794287, 0.2829010508794287, 1.5324153830188807, 1.7907676424086143]"
6548,6608,chrXVI,YPL257W-A,56748,58070,1,[]
6561,6609,chrXVI,YPL257W-B,56748,62016,1,[]
6567,6610,chrXVI,YPR137C-A,808947,810269,-1,[]
6568,6611,chrXVI,YPR137C-B,805001,810269,-1,[]
6569,6612,chrXVI,YPR158C-C,854935,856257,-1,"[2.111830547399095, 1.1256327492988034, 2.0485258519358664, 1.0551077526785546, 0.5265051429156039, 0.6690044017789917, 0.7701092349517793, 1.0551077526785546, 1.0551077526785546, 0.5265051429156039, 0.5265051429156039, 0.9126084938151668, 0.8485322362077505, 0.2829010508794287, 0.7701092349517793, 0.2829010508794287, 1.0137133269879544, 0.5265051429156039]"
6571,6613,chrXVI,YPR158C-D,850989,856257,-1,[]
6572,6614,chrXVI,YPR158W-A,844709,846031,1,[]
6573,6615,chrXVI,YPR158W-B,844709,849980,1,"[0.6690044017789917, 0.5265051429156039, 1.8400957326624723]"
2765,6616,chrVII,YGR161C-C,821693,823015,-1,[]
2764,6617,chrVII,YGR161C-D,817747,823015,-1,"[0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 1.0551077526785546, 0.2829010508794287, 0.2829010508794287]"
2763,6618,chrVII,YGR161W-A,811738,813054,1,[]
2517,6619,chrVII,YGR161W-B,811738,817051,1,[]
3228,6620,chrVIII,YHL009W-A,85909,87150,1,[]
3188,6621,chrVIII,YHL009W-B,85909,91318,1,"[0.6690044017789917, 0.2829010508794287, 1.1256327492988034, 1.0551077526785546]"
4403,6622,chrXII,YLR157C-A,480279,481601,-1,[]
4402,6623,chrXII,YLR157C-B,476333,481601,-1,[]
4401,6624,chrXII,YLR227W-A,593438,594760,1,[]
4400,6625,chrXII,YLR227W-B,593438,598706,1,"[0.2829010508794287, 0.2829010508794287]"
4399,6626,chrXII,YLR256W-A,651117,652439,1,[]
4398,6627,chrXII,YLR410W-A,941483,942799,1,[]
4397,6628,chrXII,YLR410W-B,941483,946796,1,"[0.2829010508794287, 0.2829010508794287, 0.5265051429156039]"
4913,6629,chrXIII,YML045W-A,184461,185783,1,[]
5462,6630,chrXIV,YNL054W-A,519456,520778,1,"[0.2829010508794287, 0.2829010508794287, 1.7810046141784506, 2.0643492633682956, 0.2829010508794287, 0.5265051429156039, 0.9126084938151668, 0.6690044017789917, 0.6690044017789917, 1.3528875485901217, 1.210388289726734, 1.3998166778875174, 0.5265051429156039, 1.67155149262414, 0.2829010508794287, 0.2829010508794287, 1.0551077526785546, 0.2829010508794287, 1.5324153830188807, 0.2829010508794287]"
5476,6631,chrXIV,YNL054W-B,519456,524706,1,"[0.2829010508794287, 0.2829010508794287, 0.6690044017789917, 0.2829010508794287]"
5461,6632,chrXIV,YNL284C-A,100910,102232,-1,"[0.2829010508794287, 1.8720674380264324, 2.2743463992282162, 1.5222278170899979, 1.0551077526785546, 2.2839428019974926, 2.173646691651323, 1.0137133269879544, 0.5265051429156039, 1.5117361001983665, 0.9126084938151668, 0.2829010508794287, 1.335740420280101, 1.4412111035781174, 2.1432140577880654, 0.9667841976905588, 0.9667841976905588, 0.7701092349517793, 0.5265051429156039, 0.2829010508794287, 0.2829010508794287, 0.7701092349517793, 0.6690044017789917, 0.5265051429156039, 0.2829010508794287, 0.2829010508794287, 0.8485322362077505, 1.7218437711796641, 0.7701092349517793, 0.2829010508794287, 0.8485322362077505, 0.5265051429156039]"
5473,6633,chrXIV,YNL284C-B,96964,102232,-1,"[0.2829010508794287, 0.5265051429156039, 1.3528875485901217, 0.2829010508794287, 1.1256327492988034, 0.2829010508794287, 0.9667841976905588]"
6565,6634,chrXVI,YPL060C-A,437333,442742,-1,"[0.6690044017789917, 0.8485322362077505, 1.4897635448401925]"
1079,6635,chrIV,YDR098C-A,649804,651126,-1,[]
1080,6636,chrIV,YDR098C-B,645858,651126,-1,[]
1081,6637,chrIV,YDR210W-A,872112,873428,1,"[1.6912639346271254, 0.7701092349517793]"
1082,6638,chrIV,YDR210W-B,872112,877425,1,[0.2829010508794287]
1083,6639,chrIV,YDR261C-C,991027,992349,-1,[]
1084,6640,chrIV,YDR261C-D,987534,992349,-1,[]
1085,6641,chrIV,YDR261W-A,981462,982778,1,"[0.6690044017789917, 0.2829010508794287, 0.6690044017789917, 0.2829010508794287, 0.2829010508794287, 0.6690044017789917, 1.78592002878708, 0.2829010508794287, 1.962506871864953, 1.1843433085517896]"
1086,6642,chrIV,YDR261W-B,981462,986775,1,[0.7701092349517793]
1087,6643,chrIV,YDR316W-A,1096064,1097386,1,[]
1088,6644,chrIV,YDR316W-B,1096064,1101332,1,[]
1089,6645,chrIV,YDR365W-A,1206997,1208319,1,[]
1090,6646,chrIV,YDR365W-B,1206997,1212265,1,"[0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287, 0.2829010508794287]"
2203,6647,chrV,YER137C-A,447702,449024,-1,[]
2202,6648,chrV,YER159C-A,496802,498124,-1,[]
2369,6649,chrVI,YFL002W-B,138204,139520,1,[]
2996,6650,chrVII,YGR027W-A,536057,537379,1,[]
2997,6651,chrVII,YGR027W-B,536057,541325,1,[]
2998,6652,chrVII,YGR038C-A,566145,567467,-1,[]
2999,6653,chrVII,YGR038C-B,562199,567467,-1,[]
1096,6654,chrIV,YDR210C-C,882605,883927,-1,[0.2829010508794287]
1097,6655,chrIV,YDR210C-D,878659,883927,-1,"[1.0551077526785546, 1.2786237250538226, 0.5265051429156039, 0.2829010508794287]"
3204,6656,chrVIII,YHR214C-C,547910,549346,-1,"[0.5265051429156039, 0.6690044017789917, 0.9126084938151668, 0.6690044017789917, 1.335740420280101, 0.2829010508794287, 1.1843433085517896, 1.9348680266633007]"
5468,6657,chrXIV,YNCN0013W,585587,585926,1,[]
6563,6658,chrXVI,YNCP0005C,281056,281517,-1,"[1.29871184471473, 1.6975964737990845, 1.0921363282439258, 1.4412111035781174, 0.2829010508794287, 0.6690044017789917]"
3218,6659,chrVIII,YHR072W-A,241664,241840,1,[]
5469,6660,chrXIV,YNCN0018W,716120,716284,1,"[1.384859253954082, 0.2829010508794287, 0.8485322362077505, 0.9126084938151668]"
4943,6661,chrXIII,YML058W-A,158760,158966,1,"[1.8316267345371826, 1.8978394510979293, 0.2829010508794287]"
251,6662,chrII,YBL059C-A,110125,110539,-1,[]
3230,6663,chrVIII,YHR132W-A,370054,370449,1,"[1.384859253954082, 1.210388289726734, 0.6690044017789917, 1.6434207699236927, 1.6506673445016888]"
4404,6664,chrXII,YNCL0003W,198784,199389,1,[0.8485322362077505]
3000,6665,chrVII,YNCG0013W,345986,346230,1,[0.2829010508794287]
50,6666,chrI,YNCA0003W,142367,142468,1,[]
4928,6667,chrXIII,YNCM0026C,499984,500072,-1,[0.5265051429156039]
262,6668,chrII,YBR058C-A,356324,356566,-1,[]
250,6669,chrII,YBR085C-A,418907,419164,-1,"[0.2829010508794287, 0.9667841976905588, 0.5265051429156039]"
2198,6670,chrV,YER053C-A,260933,261046,-1,"[1.7218437711796641, 0.2829010508794287]"
4923,6671,chrXIII,YMR122W-A,511315,511569,1,"[0.2829010508794287, 2.0196235670912315]"
5474,6672,chrXIV,YNR034W-A,692561,692857,1,"[1.7606252003313516, 0.2829010508794287, 0.2829010508794287, 1.944324554542804, 1.466325100326476, 0.7701092349517793, 2.0794908352836865, 1.0137133269879544, 1.7658319091261732, 1.8906668263183164, 1.4539923817629092, 2.1000491174435045, 1.2786237250538226, 1.6047613495965325, 1.8564450254073293, 0.2829010508794287, 1.0921363282439258, 0.8485322362077505]"
5973,6673,chrXV,YOR396W,1085473,1090863,1,[]
649,6674,chrIII,YCL057C-A,24032,24325,-1,"[0.5265051429156039, 1.8978394510979293, 0.9667841976905588, 0.2829010508794287, 1.500921511060305, 0.6690044017789917]"
648,6675,chrIII,YCL026C-B,73405,73986,-1,"[0.7701092349517793, 0.5265051429156039, 1.0921363282439258, 0.9126084938151668, 0.9126084938151668, 0.7701092349517793, 0.9126084938151668, 1.3528875485901217, 0.7701092349517793, 0.5265051429156039, 0.8485322362077505, 0.6690044017789917, 0.2829010508794287, 1.1843433085517896, 1.5793445123162764, 0.5265051429156039, 0.5265051429156039, 0.2829010508794287, 0.5265051429156039]"
647,6676,chrIII,YCL021W-A,83620,83997,1,"[0.2829010508794287, 0.2829010508794287, 0.7701092349517793, 1.5423159367509052, 2.2543298062624824, 0.7701092349517793, 1.3528875485901217, 2.3079533554044707, 0.5265051429156039, 0.2829010508794287, 1.8524284512260387, 1.3177135758273408, 2.2932841204298007, 0.5265051429156039, 1.335740420280101, 1.1256327492988034, 1.8564450254073293, 2.041520043562752, 1.29871184471473, 0.5265051429156039, 1.8095158961099336, 0.5265051429156039, 1.7038169267269039, 1.210388289726734, 0.9667841976905588, 0.5265051429156039, 1.1256327492988034, 1.8682264553629198, 0.9126084938151668]"
51,6677,chrI,YAL044W-A,57518,57850,1,"[1.596491640626297, 1.210388289726734, 1.2346355871073136, 1.335740420280101, 0.9126084938151668, 1.6128409333711538, 0.9126084938151668, 2.0145666968898204, 1.3998166778875174]"
248,6678,chrII,YBL071W-A,89978,90226,1,[0.7701092349517793]
1057,6679,chrIV,YDL085C-A,302464,302670,-1,"[0.7701092349517793, 0.6690044017789917]"
2197,6680,chrV,YER014C-A,183731,184700,-1,"[0.6690044017789917, 0.2829010508794287, 0.2829010508794287, 1.1562125858513421, 1.3692368413349787, 1.335740420280101, 1.384859253954082, 0.9126084938151668, 1.4897635448401925, 1.8604162135983036, 1.5704466594513526, 0.8485322362077505, 1.4897635448401925, 1.0921363282439258, 0.8485322362077505, 1.8400957326624723, 1.1843433085517896, 0.9126084938151668, 2.3230949273198616, 1.738990899489685, 2.6588245614951846, 2.3920767977923663, 0.9667841976905588, 0.7701092349517793, 2.4920925491654535, 0.2829010508794287, 1.628463345990257, 0.5265051429156039, 0.2829010508794287, 1.466325100326476, 1.2573174190241294, 1.5704466594513526, 1.8095158961099336]"
247,6681,chrII,YBL029C-A,164488,164772,-1,"[1.1843433085517896, 0.2829010508794287, 1.2573174190241294, 1.7099291923626512, 1.1256327492988034, 1.5880226425010073, 0.2829010508794287, 0.5265051429156039, 2.0752308265733577, 0.6690044017789917, 0.6690044017789917, 1.0137133269879544]"
246,6682,chrII,YBL108C-A,7605,7733,-1,[]
245,6683,chrII,YBR103C-A,449320,449463,-1,"[1.3528875485901217, 1.9316584480501855, 0.5265051429156039, 0.9126084938151668, 1.335740420280101, 0.9667841976905588, 0.8485322362077505, 1.500921511060305, 0.5265051429156039, 1.7333676368763677, 1.1256327492988034, 1.5117361001983665, 1.7658319091261732]"
244,6684,chrII,YBR191W-A,607149,607223,1,[]
243,6685,chrII,YBR233W-A,684977,685261,1,[]
646,6686,chrIII,YCL001W-B,113770,114024,1,"[2.194094531318579, 0.9126084938151668, 0.5265051429156039, 0.2829010508794287, 1.5324153830188807, 0.9126084938151668, 1.210388289726734, 1.1256327492988034, 1.1562125858513421, 1.2346355871073136, 2.4739623533178827, 1.466325100326476, 1.1256327492988034, 0.6690044017789917, 0.9126084938151668, 1.8720674380264324, 0.7701092349517793, 1.3998166778875174]"
652,6687,chrIII,YCR038W-A,199293,199418,1,"[0.5265051429156039, 1.8870248619598677, 0.8485322362077505]"
1058,6688,chrIV,YDL114W-A,254935,255048,1,[]
1059,6689,chrIV,YDL159W-A,172182,172313,1,"[1.0551077526785546, 2.648073597538881, 0.8485322362077505, 1.67155149262414, 1.6207389380068766, 0.2829010508794287]"
1060,6690,chrIV,YDL185C-A,126608,126835,-1,"[1.0551077526785546, 1.0137133269879544, 1.0551077526785546]"
1061,6691,chrIV,YDL240C-A,22471,22608,-1,"[1.0551077526785546, 1.6128409333711538, 1.3177135758273408, 1.3528875485901217, 1.500921511060305, 0.8485322362077505, 0.5265051429156039, 1.7333676368763677, 1.7606252003313516, 0.5265051429156039, 0.7701092349517793]"
1062,6692,chrIV,YDL247W-A,3762,3836,1,[]
1063,6693,chrIV,YDR079C-A,603593,603811,-1,[0.2829010508794287]
1064,6694,chrIV,YDR320C-A,1108280,1108498,-1,[]
1066,6695,chrIV,YDR379C-A,1233278,1233517,-1,"[0.8485322362077505, 1.0921363282439258, 0.6690044017789917, 0.2829010508794287, 2.113756286001042, 0.2829010508794287]"
2370,6696,chrVI,YFR012W-A,169224,169310,1,"[0.2829010508794287, 1.7333676368763677, 1.4141634215360728, 1.5117361001983665, 0.6690044017789917]"
2976,6697,chrVII,YGL258W-A,9162,9395,1,[0.6690044017789917]
2975,6698,chrVII,YGR271C-A,1037800,1038501,-1,[0.2829010508794287]
3532,6699,chrX,YJL052C-A,337884,338003,-1,"[1.8002667724356356, 0.8485322362077505, 1.6975964737990845, 1.5613176678635161, 0.6690044017789917, 1.29871184471473, 2.3293896582603257, 1.8643430300430517, 0.7701092349517793, 0.9667841976905588, 1.5423159367509052]"
3548,6700,chrX,YJL062W-A,316723,316980,1,"[0.2829010508794287, 2.1432140577880654, 0.6690044017789917, 0.2829010508794287, 1.8720674380264324, 1.0921363282439258, 0.5265051429156039]"
3535,6701,chrX,YJL127W-A,180194,180310,1,"[1.2346355871073136, 1.8906668263183164, 0.2829010508794287]"
3538,6702,chrX,YJL156W-A,126604,126825,1,"[2.1848046578714353, 1.384859253954082, 0.2829010508794287, 1.7445256030964802, 1.628463345990257, 1.6207389380068766, 1.4279474005879649, 1.7658319091261732, 1.5222278170899979, 2.372397812537992, 0.6690044017789917, 0.9126084938151668, 1.7099291923626512, 1.5423159367509052, 1.1256327492988034, 1.8229486043524514]"
4173,6703,chrXI,YKL018C-A,403580,403879,-1,"[1.4141634215360728, 1.384859253954082, 0.7701092349517793, 2.0576548435237028, 0.2829010508794287, 1.29871184471473, 1.5613176678635161, 1.4412111035781174, 1.9048686137200155, 1.3528875485901217, 1.3692368413349787, 1.8978394510979293, 0.5265051429156039, 1.0921363282439258]"
4172,6704,chrXI,YKL106C-A,237147,237266,-1,"[0.6690044017789917, 0.2829010508794287, 1.5880226425010073, 0.6690044017789917]"
4171,6705,chrXI,YKL165C-A,135790,136023,-1,"[0.2829010508794287, 1.0551077526785546, 0.2829010508794287]"
4784,6706,chrXII,YLR099W-A,341325,341588,1,"[0.8485322362077505, 0.6690044017789917]"
4783,6707,chrXII,YLR149C-A,440370,440456,-1,[0.9126084938151668]
4782,6708,chrXII,YLR363W-A,853461,853718,1,[]
4915,6709,chrXIII,YML007C-A,253162,253272,-1,"[0.5265051429156039, 1.0137133269879544, 1.0551077526785546, 1.0921363282439258, 0.2829010508794287]"
4914,6710,chrXIII,YMR013W-A,298311,298391,1,"[1.7099291923626512, 1.3177135758273408, 0.2829010508794287, 1.5880226425010073, 1.0551077526785546]"
5466,6711,chrXIV,YNL067W-A,498538,498684,1,"[0.7701092349517793, 0.2829010508794287, 1.0551077526785546, 0.5265051429156039, 1.3692368413349787, 1.0137133269879544, 1.2786237250538226, 1.8643430300430517, 1.3177135758273408, 1.7499744938801116, 0.6690044017789917, 1.335740420280101, 1.2786237250538226, 1.0551077526785546, 1.628463345990257]"
5465,6712,chrXIV,YNL162W-A,330329,330547,1,"[0.2829010508794287, 1.0551077526785546]"
5464,6713,chrXIV,YNR001W-A,631263,631481,1,"[2.370552945228013, 2.548226176854182, 1.2346355871073136, 1.2573174190241294, 0.8485322362077505, 0.8485322362077505, 0.2829010508794287, 1.4141634215360728, 1.6782459124687328, 2.4854862190145863, 1.1562125858513421, 1.478239679143489, 1.0921363282439258, 2.109894198613576, 1.9151555846603154, 0.2829010508794287, 1.210388289726734, 2.2657290676623587, 1.1562125858513421, 2.516121624610726]"
